date,market_cap,debt_face,rf,A_train_mean,A_train_median,A_train_q05,A_train_q95,theta_train_mean,theta_train_median,theta_train_q05,theta_train_q95,logA_train_median,dlogA_train_median,alpha_post_mean,beta1_post_mean,delta_post_mean,beta0_post_mean,alpha_post_median,beta1_post_median,delta_post_median,beta0_post_median,gvkey,window_train_start,window_train_end,window_idx
2014-03-14,47714139234.96001,101448000000.0,0.0010513861646142119,164674342276.6484,164674342276.64835,164674342276.64835,164674342276.64835,-4.076829269245461,-4.71521159325539,-16.016317179786483,9.919476472919772,25.827235677395954,-0.009159981743415813,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-03-21,53216375326.4,101448000000.0,0.0015628608732568194,170045614760.39862,170045614760.39938,170045614760.39938,170045614760.39938,-4.007564392064199,-4.647379705511867,-15.95236749145165,9.985093008862943,25.859332560124727,0.03209688272877287,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-03-28,55522016927.08,102725000000.0,0.0010185372587998964,172538027578.00015,172538027578.00076,172538027578.00076,172538027578.00076,-4.0812781036718935,-4.7195683875843315,-16.020424614640888,9.915261971172644,25.873883498849896,0.01455093872516855,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-04-04,56497249144.6,102725000000.0,0.0012174990697765287,173455326336.6192,173455326336.61957,173455326336.61957,173455326336.61957,-4.054332746637541,-4.693180491552539,-15.995547004061837,9.940788044339527,25.87918591808682,0.005302419236922873,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-04-11,54305986631.159996,102725000000.0,0.0010920891506333507,171301245026.06046,171301245026.06027,171301245026.06027,171301245026.06027,-4.07131679361095,-4.7098131629186355,-16.011227725138543,9.92469859127082,25.86668951035317,-0.012496407733650017,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-04-18,55455797455.520004,102725000000.0,0.0009723391601175702,172495242196.39908,172495242196.40027,172495242196.40027,172495242196.40027,-4.087534939036565,-4.725695777827696,-16.026201304278448,9.909334701472066,25.873635491567306,0.0069459812141374755,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-04-25,53914689753.76,102725000000.0,0.001184705562471653,170886368599.9083,170886368599.9086,170886368599.9086,170886368599.9086,-4.058773850840429,-4.697529715702331,-15.999647307220584,9.936580864251393,25.864264661452058,-0.009370830115248197,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-05-02,53595632299.88,102725000000.0,0.0009240548547331073,170650646863.60886,170650646863.6083,170650646863.6083,170650646863.6083,-4.094074414838133,-4.732099961028325,-16.03223894247153,9.903139679407516,25.862884302878573,-0.0013803585734848411,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-05-09,53047816671.520004,102725000000.0,0.0007824827679862367,170147619500.03177,170147619500.03235,170147619500.03235,170147619500.03235,-4.11324905795958,-4.750877907330505,-16.049942115537895,9.884975025487122,25.859932247199115,-0.002952055679457999,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-05-16,52030444790.28001,102725000000.0,0.0005954409775943014,169186629650.68024,169186629650.68106,169186629650.68106,169186629650.68106,-4.138583439178461,-4.775688154618365,-16.073332295850967,9.860975094238487,25.85426826001915,-0.005663987179964636,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-05-23,54107328216.479996,102725000000.0,0.0004306259369306353,171322303406.26038,171322303406.2612,171322303406.2612,171322303406.2612,-4.160908468732214,-4.797551309019582,-16.093944038652033,9.839826009043739,25.86681243465492,0.012544174635770844,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
2014-05-30,55437737599.64,102725000000.0,0.00030940122363873443,172694200922.75986,172694200922.76022,172694200922.76022,172694200922.76022,-4.177329692206416,-4.813632798861818,-16.109105033449303,9.824269758399854,25.874788242628256,0.007975807973334526,6820.106494129047,6195.041267639251,3.7252879647520643,-8.077794225813987,6818.623407638723,6195.275656628812,3.7154379822155525,-8.02477252562055,100022,2014-01-03,2015-12-25,0.0
