gvkey,date,alpha,beta,delta,mu,A_used,L_used,PD_1y,train_end_date,training_end
222379,2016-10-14,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,36620068213.29355,12227700000.0,3.701694624029181e-05,2016-09-30,0
222379,2016-10-21,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,36286482849.197624,12227700000.0,3.970482400670949e-05,2016-09-30,0
222379,2016-10-28,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,38079480103.05724,12227700000.0,2.7460558674460743e-05,2016-09-30,0
222379,2016-11-04,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,36899492578.719025,12227700000.0,3.492485823365105e-05,2016-09-30,0
222379,2016-11-11,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,37019269165.30786,12227700000.0,3.4069728240988903e-05,2016-09-30,0
222379,2016-11-18,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,37468516999.586075,12227700000.0,3.106897811291603e-05,2016-09-30,0
222379,2016-11-25,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,37631794107.39656,12227700000.0,3.0054152966943352e-05,2016-09-30,0
222379,2016-12-02,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,37827743921.230286,12227700000.0,2.8885932552745205e-05,2016-09-30,0
222379,2016-12-09,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,39166310324.88943,12227700000.0,2.2162554266555533e-05,2016-09-30,0
222379,2016-12-16,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,39084040778.797775,12227700000.0,2.2519926211169233e-05,2016-09-30,0
222379,2016-12-23,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,39107920064.9785,12227700000.0,2.241552220974501e-05,2016-09-30,0
222379,2016-12-30,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,39264060092.82835,12227700000.0,1.7872705557821302e-05,2016-12-31,1
222379,2017-01-06,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,39210780750.00531,12227700000.0,1.8054664379984374e-05,2016-12-31,0
222379,2017-01-13,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,41209230722.89108,12227700000.0,1.2470401803324214e-05,2016-12-31,0
222379,2017-01-20,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,41221865456.56834,12227700000.0,1.2442037739803096e-05,2016-12-31,0
222379,2017-01-27,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,40879387774.17288,12227700000.0,1.3237760629836816e-05,2016-12-31,0
222379,2017-02-03,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,40501201659.371994,12227700000.0,1.418503479486077e-05,2016-12-31,0
222379,2017-02-10,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,41405127681.92099,12227700000.0,1.2038828646812743e-05,2016-12-31,0
222379,2017-02-17,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,40775854280.707596,12175100000.0,1.3064250702426943e-05,2016-12-31,0
222379,2017-02-24,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,41285753479.06172,12175100000.0,1.1912236165267362e-05,2016-12-31,0
222379,2017-03-03,6.453782818680019,0.0005319979348772936,0.003961644886213355,0.0021065643393886092,41652945024.53284,12175100000.0,1.1154585365082717e-05,2016-12-31,0
